"Species","col_WMS","col_2b","Group","Color"
"Cardiobacterium",0.00195645959383718,0.002130312,"s11_9","shared"
"Catonella",0.000821704823646308,0.000428113,"s11_9","shared"
"Centipeda",0.000792164068533321,0.001659851,"s11_9","shared"
"Corynebacterium",0.00156668574165194,0.001760309,"s11_9","shared"
"Cryptobacteroides",0.000276944579184251,0,"s11_9","WMS only"
"Cutibacterium",0,2.26572e-05,"s11_9","2b only"
"Desulfobulbus",8.27756575561815e-05,0.000288861,"s11_9","shared"
"Desulfomicrobium",0.000827654003495451,0.001023853,"s11_9","shared"
"Desulfovibrio",0.000227299699063814,0.000285136,"s11_9","shared"
"Dialister",0.00336631264601775,0.004522664,"s11_9","shared"
"Eggerthia",0.000171295350828777,0.000227331,"s11_9","shared"
"Eikenella",0.00234900289181427,0.003703918,"s11_9","shared"
"Eubacterium_A",0,0.004512442,"s11_9","2b only"
"Eubacterium_B",0.0017452637091926,0.001941598,"s11_9","shared"
"Eubacterium_M",0.00123948084994907,0.001315375,"s11_9","shared"
"Eubacterium_N",0.000773906240720433,0.000740696,"s11_9","shared"
"F0040",0,0.028534946,"s11_9","2b only"
"F0058",0.00466415700172824,0.001898902,"s11_9","shared"
"F0422",0.000540657361807476,0.002299779,"s11_9","shared"
"F0428",0.000196322935021724,3.50885e-05,"s11_9","shared"
"Filifactor",0.00899023647271896,0.007536718,"s11_9","shared"
"Flexilinea",2.45147238611244e-05,4.84222e-05,"s11_9","shared"
"Fretibacterium",0.000427828088806485,0.000598185,"s11_9","shared"
"Fusobacterium",0.0332749937610541,0.029544969,"s11_9","shared"
"Fusobacterium_C",0,1.67422e-05,"s11_9","2b only"
"Gallibacterium",0,1.91483e-05,"s11_9","2b only"
"GCA-2749205",0.000694310317221552,0,"s11_9","WMS only"
"Gemella",0.00649609410699887,0.007134912,"s11_9","shared"
"Globicatella",0,3.17802e-05,"s11_9","2b only"
"GN02-872",0.00113136989200085,0.001259917,"s11_9","shared"
"GN02-873",0.0139591350836162,0.009017117,"s11_9","shared"
"Granulicatella",0.00531025844775846,0.003624933,"s11_9","shared"
"Haemophilus",0.00898480015320164,0.00955099,"s11_9","shared"
"Haemophilus_A",0.00125219978617827,0.001300312,"s11_9","shared"
"Haemophilus_D",0.0199937574640411,0.023301517,"s11_9","shared"
"Hornefia",0.00463164165669068,0,"s11_9","WMS only"
"HOT-345",0.0121567387334586,0.007429491,"s11_9","shared"
"JABCPE02",0.000934944384912757,0.000814189,"s11_9","shared"
"JABCPG02",0,5.22318e-05,"s11_9","2b only"
"JABCPH02",0,4.30085e-05,"s11_9","2b only"
"JABCPO02",0.000818627661655372,0.000164941,"s11_9","shared"
"JABZIP01",0.000767751916738561,0,"s11_9","WMS only"
"Johnsonella",0.00131815362485067,0.000824703,"s11_9","shared"
"Kingella",1.107778316737e-05,1.57598e-05,"s11_9","shared"
"Kingella_A",0.00181716672771414,0.001149802,"s11_9","shared"
"Kingella_B",0.000108931534479139,6.64677e-05,"s11_9","shared"
"Lachnoanaerobaculum",0.00082016624265084,0.001178616,"s11_9","shared"
"Lancefieldella",0.000874939726089503,0.001022974,"s11_9","shared"
"Lautropia",0.00246255016927981,0.001972483,"s11_9","shared"
"Leptotrichia",0.00469554405403579,0.004440619,"s11_9","shared"
"Leptotrichia_A",0.00636859702850775,0.004385642,"s11_9","shared"
"Mesocricetibacter",0.000519322372003652,0,"s11_9","WMS only"
"Metamycoplasma",0.00922707537395468,0.000171132,"s11_9","shared"
"Mitsuokella",0,1.0306e-05,"s11_9","2b only"
"Mogibacterium",0.000764059322349438,0.001213723,"s11_9","shared"
"Moraxella",0.112541558354838,0,"s11_9","WMS only"
"Moraxella_A",0,1.36344e-05,"s11_9","2b only"
"Nanogingivalis",0.00260789478731836,0,"s11_9","WMS only"
"Nanoperiomorbus",0.000582096476618749,0,"s11_9","WMS only"
"Nanosynbacter",0.000559428049952186,0,"s11_9","WMS only"
"Nanosyncoccus",0.000261456197163205,0,"s11_9","WMS only"
"Neisseria",0.236512824636744,0.253550667,"s11_9","shared"
"Olsenella",1.22060758973799e-05,9.72554e-05,"s11_9","shared"
"Olsenella_F",2.60533048565925e-05,0,"s11_9","WMS only"
"Oribacterium",0.000758110142500295,0.000853012,"s11_9","shared"
"Ottowia",0.00628243649276154,0.005650208,"s11_9","shared"
"Parabacteroides",0,7.67938e-05,"s11_9","2b only"
"Parvimonas",0.00343708737180928,0.002516442,"s11_9","shared"
"Pauljensenia",0.00105187654056833,0.001326745,"s11_9","shared"
"Peptidiphaga",0.000107905813815493,0.000155814,"s11_9","shared"
"Peptoanaerobacter",0.000763033601685792,0.001058581,"s11_9","shared"
"Peptostreptococcus",0.0041904791992568,0.004684322,"s11_9","shared"
"Phocaeicola",0.000146985771100382,0.0002561,"s11_9","shared"
"Porphyromonas",0.140279506829402,0.170822321,"s11_9","shared"
"Porphyromonas_A",0,3.87979e-05,"s11_9","2b only"
"Prevotella",0.125011039318642,0.174342639,"s11_9","shared"
"Prevotellamassilia",0,1.14288e-05,"s11_9","2b only"
"Pseudoleptotrichia",0.00115567947172924,3.03767e-05,"s11_9","shared"
"Pseudoramibacter",1.80526836801586e-05,3.84971e-05,"s11_9","shared"
"Pyramidobacter",6.85181403315109e-05,0.000106689,"s11_9","shared"
"RGIG7111",3.90799572848887e-05,0,"s11_9","WMS only"
"Rodentibacter",0,0.00027071,"s11_9","2b only"
"Rothia",0.012271106587455,0.020560258,"s11_9","shared"
"Rouxiella",7.38518877824668e-06,2.14541e-05,"s11_9","shared"
"RUG343",0.000274175133392408,0,"s11_9","WMS only"
"Saccharimonas",0.0013067681254842,0.001071104,"s11_9","shared"
"Scardovia",0,1.53387e-05,"s11_9","2b only"
"SDRK01",0.000104931223890922,7.6092e-05,"s11_9","shared"
"SDRW01",0.000351411899364905,0.00066661,"s11_9","shared"
"Selenomonas",0.000654512355472112,0.000561359,"s11_9","shared"
"Shuttleworthia",8.48270988834723e-05,0.000127887,"s11_9","shared"
"Simonsiella",0.00046321545170225,8.04029e-05,"s11_9","shared"
"Slackia",2.78996020511541e-05,4.25073e-05,"s11_9","shared"
"Stomatobaculum",0.000152011802352244,5.00563e-05,"s11_9","shared"
"Streptobacillus",0.00151365598334148,0.000321968,"s11_9","shared"
"Streptococcus",0.0404859125985474,0.087111799,"s11_9","shared"
"Tannerella",0.00825828220714162,0.010548359,"s11_9","shared"
"TM7x",0,0.001117931,"s11_9","2b only"
"Treponema",0.00340395659437353,0.002075814,"s11_9","shared"
"Treponema_B",0.00391404748040438,0.005510136,"s11_9","shared"
"Treponema_C",0.000424238066483726,0.000223131,"s11_9","shared"
"Treponema_D",0.00215852656457532,0.000510488,"s11_9","shared"
"UBA1103",0,0.000569441,"s11_9","2b only"
"UBA2866",0,0.000502953,"s11_9","2b only"
"UBA3839",0,9.71451e-05,"s11_9","2b only"
"UBA7182",0,2.08526e-05,"s11_9","2b only"
"UMGS1907",0,0.001057552,"s11_9","2b only"
"Veillonella",0.0085869231077736,0.014909755,"s11_9","shared"
"W11650",0.000673283043616822,0.000552742,"s11_9","shared"
"W5053",2.55404445247698e-05,0.000203321,"s11_9","shared"
"Abiotrophia",0.000707082044287235,0.001235164,"s13_1","shared"
"Acinetobacter",0,0.000615127,"s13_1","2b only"
"Actinomyces",0.000200900768924016,0.001326409,"s13_1","shared"
"Aeromonas",0,3.29203e-05,"s13_1","2b only"
"Aggregatibacter",0.00366628790389971,0.003405534,"s13_1","shared"
"Allisonella",0.000567741139863005,0.000585859,"s13_1","shared"
"Alloprevotella",0.00313995610005866,0.001165406,"s13_1","shared"
"Anaeroglobus",7.8587061063557e-06,0.000128938,"s13_1","shared"
"Arachnia",8.32216826134591e-05,0.00044169,"s13_1","shared"
"Bacillus",0,0.003884576,"s13_1","2b only"
"Bacillus_A",0,4.06424e-05,"s13_1","2b only"
"Bacteroides_D",0.000674236682868363,0.000121562,"s13_1","shared"
"Bergeyella_A",9.47074838458251e-05,6.24876e-05,"s13_1","shared"
"Bulleidia",5.81342746585543e-05,0.000329026,"s13_1","shared"
"CAG-485",0,1.06686e-05,"s13_1","2b only"
"CAG-793",4.37266467969022e-05,0,"s13_1","WMS only"
"CAJPSE01",0.000656000454595923,0,"s13_1","WMS only"
"Campylobacter_A",0.00340322275462157,0.002797225,"s13_1","shared"
"Campylobacter_B",0.00091785657216539,6.25892e-05,"s13_1","shared"
"Capnocytophaga",0.00712814869639179,0.008446262,"s13_1","shared"
"Cardiobacterium",0.000308403838353267,0.000584804,"s13_1","shared"
"Catonella",4.78575051348584e-05,0.000117876,"s13_1","shared"
"Centipeda",0,0.00023096,"s13_1","2b only"
"Chlamydophila",0,0.000561556,"s13_1","2b only"
"Comamonas",0,2.6824e-05,"s13_1","2b only"
"Corynebacterium",0.000360795212395638,0.000723257,"s13_1","shared"
"Cryptobacteroides",0.000234854409409168,0,"s13_1","WMS only"
"Cutibacterium",0,0.000146073,"s13_1","2b only"
"Desulfobulbus",0,8.74827e-05,"s13_1","2b only"
"Dialister",0.000225081403097418,0.000414724,"s13_1","shared"
"Eggerthia",0,0.000236887,"s13_1","2b only"
"Eikenella",0.000131784456245042,0.002104105,"s13_1","shared"
"Eubacterium_A",0,5.4664e-05,"s13_1","2b only"
"Eubacterium_B",0.000124127255423464,0.000337329,"s13_1","shared"
"Eubacterium_M",0.00219338502481235,0.001936798,"s13_1","shared"
"Eubacterium_N",0.0113695326830489,0.009956796,"s13_1","shared"
"F0040",0,0.001169072,"s13_1","2b only"
"F0058",0.000835843921260601,0.000816437,"s13_1","shared"
"F0422",0.000393136810602563,0.000697104,"s13_1","shared"
"F0428",0,3.81022e-05,"s13_1","2b only"
"Filifactor",0.00627547908385219,0.0045059,"s13_1","shared"
"Flexilinea",0,1.61553e-05,"s13_1","2b only"
"Fretibacterium",0.000242511610230746,0.000418505,"s13_1","shared"
"Fusobacterium",0.0142860194222884,0.004400073,"s13_1","shared"
"Gemella",0.020042017881982,0.015482007,"s13_1","shared"
"GN02-872",0.000134807035516717,0.000111139,"s13_1","shared"
"GN02-873",0.00170795879378131,0.001021636,"s13_1","shared"
"Granulicatella",0.00572315309827473,0.00364926,"s13_1","shared"
"Gulbenkiania",0,1.61553e-05,"s13_1","2b only"
"Haemophilus",0.0132305347406194,0.017987286,"s13_1","shared"
"Haemophilus_A",0.00623396899518785,0.005819103,"s13_1","shared"
"Haemophilus_D",0.0216964770226546,0.023411827,"s13_1","shared"
"HOT-345",0.000566431355511945,0.000542284,"s13_1","shared"
"JABCPE02",0.00293865232056509,0.001865147,"s13_1","shared"
"JABCPG02",0,3.60701e-05,"s13_1","2b only"
"JABCPH02",0,6.93968e-05,"s13_1","2b only"
"JABCPO02",0.000234753656766779,0,"s13_1","WMS only"
"Johnsonella",0.000504266975157824,7.87446e-05,"s13_1","shared"
"Kingella",4.90665368435285e-05,0.000115221,"s13_1","shared"
"Kingella_A",0.000596657148228698,0.000555602,"s13_1","shared"
"Kingella_B",0,6.72631e-05,"s13_1","2b only"
"Kocuria",0,1.06991e-05,"s13_1","2b only"
"Lachnoanaerobaculum",0,0.000193458,"s13_1","2b only"
"Lancefieldella",3.44574036970981e-05,0.000218453,"s13_1","shared"
"Lautropia",0.0713810305745984,0.053376715,"s13_1","shared"
"Lawsonella",0,3.23107e-05,"s13_1","2b only"
"Leptotrichia",0.00168025181712428,0.002086894,"s13_1","shared"
"Leptotrichia_A",0.000514644497323909,0.000395772,"s13_1","shared"
"Mesocricetibacter",2.51881605972939e-05,0,"s13_1","WMS only"
"Metamycoplasma",0.0114918463909094,0.000181728,"s13_1","shared"
"Microbacterium",0,1.39871e-05,"s13_1","2b only"
"Mogibacterium",0.000172186265843101,0.000474581,"s13_1","shared"
"Moraxella",0.0734451499592254,0,"s13_1","WMS only"
"Nanogingivalis",0.000380945740873473,0,"s13_1","WMS only"
"Nanoperiomorbus",0.000340846189202581,0,"s13_1","WMS only"
"Nanosynbacter",0.000137527356861225,0,"s13_1","WMS only"
"Neisseria",0.564641081809332,0.608348286,"s13_1","shared"
"Olsenella",0,7.529e-05,"s13_1","2b only"
"Oribacterium",0.000177828413816895,0.000395134,"s13_1","shared"
"Ottowia",0.000259841064721684,0.000356818,"s13_1","shared"
"Parvimonas",0.000501244395886149,0.00036841,"s13_1","shared"
"Pasteurella",0,0.000104846,"s13_1","2b only"
"Pauljensenia",8.27179194015132e-05,0.000886614,"s13_1","shared"
"Peptidiphaga",4.45326679360156e-05,0.000222072,"s13_1","shared"
"Peptoanaerobacter",3.00242874319743e-05,0.000358214,"s13_1","shared"
"Peptostreptococcus",0.000468600539752056,0.000468063,"s13_1","shared"
"Phocaeicola",0,4.70435e-05,"s13_1","2b only"
"Porphyromonas",0.030460949384089,0.03546079,"s13_1","shared"
"Prevotella",0.0245181555254059,0.025937071,"s13_1","shared"
"Pseudoduganella",0,1.23959e-05,"s13_1","2b only"
"Pseudoleptotrichia",0,0.000103528,"s13_1","2b only"
"Pseudomonas",0,5.94395e-05,"s13_1","2b only"
"Pseudoramibacter",0,1.0567e-05,"s13_1","2b only"
"Rodentibacter",0,2.66208e-05,"s13_1","2b only"
"Rothia",0.0282735087651776,0.037340983,"s13_1","shared"
"Saccharimonas",0.000161909496319405,0.000304107,"s13_1","shared"
"SDRW01",0.000188608946552537,0.000405743,"s13_1","shared"
"Selenomonas",2.49866553125156e-05,0.000120105,"s13_1","shared"
"Shuttleworthia",3.94950358165568e-05,0.000138946,"s13_1","shared"
"Simonsiella",7.08291075995905e-05,0.000144935,"s13_1","shared"
"Slackia",0,1.09734e-05,"s13_1","2b only"
"Staphylococcus",0,1.99757e-05,"s13_1","2b only"
"Stenotrophomonas",0,4.59462e-05,"s13_1","2b only"
"Streptococcus",0.0503649361459978,0.095207483,"s13_1","shared"
"Tannerella",0.00273100112460099,0.004195749,"s13_1","shared"
"TM7x",0,0.000331928,"s13_1","2b only"
"Treponema",0.000947679354312586,0.000513322,"s13_1","shared"
"Treponema_B",0.000613180581580523,0.000816039,"s13_1","shared"
"Treponema_C",0.000401700785205643,0.000409609,"s13_1","shared"
"Treponema_D",0.000313844481042282,0.000184618,"s13_1","shared"
"UBA1103",0,0.000396809,"s13_1","2b only"
"UBA2866",0,4.08456e-05,"s13_1","2b only"
"UBA4615",0,2.42838e-05,"s13_1","2b only"
"UMGS1907",0,0.000363937,"s13_1","2b only"
"Veillonella",0.00214472149853838,0.003087307,"s13_1","shared"
"W11650",0.000897907548972333,0.000553904,"s13_1","shared"
"W5053",0,1.49361e-05,"s13_1","2b only"
"Abiotrophia",0,0.000200293,"s13_11","2b only"
"Acinetobacter",0,0.000199644,"s13_11","2b only"
"Actinomyces",0.00695199860960028,0.012407727,"s13_11","shared"
"Aggregatibacter",0.0120171975965605,0.007915267,"s13_11","shared"
"Allisonella",0,0.000848949,"s13_11","2b only"
"Alloprevotella",0.0154202969159406,0.012081524,"s13_11","shared"
"Anaeroglobus",0,0.000697013,"s13_11","2b only"
"Arachnia",6.86999862600027e-05,0.00193955,"s13_11","shared"
"Bacillus_A",0,4.40733e-05,"s13_11","2b only"
"Bacteroides_D",0.00313969937206013,0,"s13_11","WMS only"
"Bergeyella_A",0.0291348941730212,0.001815562,"s13_11","shared"
"Bulleidia",0.000669699866060027,0.002208335,"s13_11","shared"
"CAJPSE01",0.00277589944482011,0,"s13_11","WMS only"
"Campylobacter_A",0.00629309874138025,0.005596605,"s13_11","shared"
"Campylobacter_B",0.00165839966832007,0.000686364,"s13_11","shared"
"Capnocytophaga",0.00772829845434031,0.011475785,"s13_11","shared"
"Cardiobacterium",0.00213279957344009,0.002768851,"s13_11","shared"
"Catonella",0.000466699906660019,0.000581731,"s13_11","shared"
"Centipeda",0.000293499941300012,0.002368264,"s13_11","shared"
"Corynebacterium",0.00719649856070029,0.008316146,"s13_11","shared"
"Cryptobacterium",0,1.63918e-05,"s13_11","2b only"
"Cryptobacteroides",0.00122509975498005,0,"s13_11","WMS only"
"Cutibacterium",0,0.000498039,"s13_11","2b only"
"Desulfobulbus",0,0.000303922,"s13_11","2b only"
"Desulfomicrobium",0.00302939939412012,0.00307562,"s13_11","shared"
"Dialister",0.00338029932394013,0.004334161,"s13_11","shared"
"Eggerthia",0,0.000239801,"s13_11","2b only"
"Eikenella",0.000799099840180032,0.001072113,"s13_11","shared"
"Enterococcus",0,0.000130178,"s13_11","2b only"
"Eubacterium_A",0,0.004519482,"s13_11","2b only"
"Eubacterium_B",0.000193599961280008,0.000825288,"s13_11","shared"
"Eubacterium_M",0.00808689838262032,0.007449205,"s13_11","shared"
"F0040",0,0.000665402,"s13_11","2b only"
"F0058",0.0128164974367005,0.009714985,"s13_11","shared"
"F0422",0,0.000306128,"s13_11","2b only"
"Filifactor",0.0107416978516604,0.006968319,"s13_11","shared"
"Flexilinea",0,0.000312386,"s13_11","2b only"
"Fretibacterium",0.00230879953824009,0.002848436,"s13_11","shared"
"Fusobacterium",0.075539984892003,0.029476612,"s13_11","shared"
"Gemella",0.0105658978868204,0.008605779,"s13_11","shared"
"GN02-873",0,0.000151669,"s13_11","2b only"
"Granulicatella",0.00201839959632008,0.003508674,"s13_11","shared"
"Haemophilus",0.00156799968640006,0.003265142,"s13_11","shared"
"Haemophilus_A",0.0231995953600809,0.020705084,"s13_11","shared"
"Haemophilus_D",0.0450010909997818,0.045698827,"s13_11","shared"
"Hornefia",0.00613829877234025,0,"s13_11","WMS only"
"HOT-345",0,0.000597619,"s13_11","2b only"
"JABCPE02",0.00148369970326006,0.001809911,"s13_11","shared"
"JABCPG02",0,9.91106e-05,"s13_11","2b only"
"JABCPO02",0.000690299861940028,0,"s13_11","WMS only"
"Johnsonella",0.00280979943804011,0.000818319,"s13_11","shared"
"Kingella",0,0.000113205,"s13_11","2b only"
"Kingella_A",0,0.000514937,"s13_11","2b only"
"Kingella_B",0.000336199932760013,0.000535435,"s13_11","shared"
"Klebsiella",0,5.48202e-05,"s13_11","2b only"
"Lachnoanaerobaculum",0,0.00076019,"s13_11","2b only"
"Lancefieldella",0.000732899853420029,0.001294217,"s13_11","shared"
"Lautropia",0.140485271902946,0.100237904,"s13_11","shared"
"Lawsonella",0,7.69654e-05,"s13_11","2b only"
"Leptotrichia",0.00972559805488039,0.013123913,"s13_11","shared"
"Leptotrichia_A",0.00122919975416005,0.001884177,"s13_11","shared"
"Limosilactobacillus",0,2.50762e-05,"s13_11","2b only"
"Metamycoplasma",0.00849829830034034,0,"s13_11","WMS only"
"Methylophilus",0,1.11812e-05,"s13_11","2b only"
"Mogibacterium",0.00362589927482015,0.005779895,"s13_11","shared"
"Nanoperiomorbus",0.00448719910256018,0,"s13_11","WMS only"
"Nanosynbacter",0.00151309969738006,0,"s13_11","WMS only"
"Neisseria",0.116747276650545,0.097769557,"s13_11","shared"
"Nocardia",0,2.30136e-05,"s13_11","2b only"
"Olsenella",0,0.000283547,"s13_11","2b only"
"Oribacterium",0.000116199976760005,0.001239329,"s13_11","shared"
"Ottowia",0.00150489969902006,0.001727302,"s13_11","shared"
"Parvimonas",0.0101982979603404,0.008543758,"s13_11","shared"
"Pauljensenia",8.96999820600036e-05,0.001859466,"s13_11","shared"
"Peptidiphaga",0.00118509976298005,0.002504753,"s13_11","shared"
"Peptoanaerobacter",0.000350799929840014,0.001273224,"s13_11","shared"
"Peptostreptococcus",0,0.000388389,"s13_11","2b only"
"Phocaeicola",0,0.00040208,"s13_11","2b only"
"Porphyromonas",0.0520728895854221,0.032261936,"s13_11","shared"
"Prevotella",0.0461636907672618,0.059455186,"s13_11","shared"
"Pseudoleptotrichia",0.00370629925874015,0.003288847,"s13_11","shared"
"Pseudoramibacter",0,3.89712e-05,"s13_11","2b only"
"Ralstonia",0,4.61358e-05,"s13_11","2b only"
"Rodentibacter",0,4.27706e-05,"s13_11","2b only"
"Rothia",0.121857275628545,0.149508031,"s13_11","shared"
"Saccharimonas",0.00534719893056021,0.00503302,"s13_11","shared"
"Scardovia",0,0.000219014,"s13_11","2b only"
"SDRW01",0.00284989943002011,0.002876184,"s13_11","shared"
"Selenomonas",0.000151899969620006,0.000562613,"s13_11","shared"
"Shuttleworthia",0,0.000269164,"s13_11","2b only"
"Slackia",0,0.000322475,"s13_11","2b only"
"Staphylococcus",0,6.38303e-05,"s13_11","2b only"
"Stomatobaculum",0,6.02479e-05,"s13_11","2b only"
"Streptococcus",0.128960974207805,0.232864917,"s13_11","shared"
"Tannerella",0.0136120972775805,0.017459803,"s13_11","shared"
"TM7x",0,0.004293692,"s13_11","2b only"
"Treponema",0.00666379866724027,0.001850033,"s13_11","shared"
"Treponema_B",0.0024618995076201,0.00335966,"s13_11","shared"
"Treponema_C",0.00146189970762006,0.001669504,"s13_11","shared"
"Treponema_D",0,0.000790451,"s13_11","2b only"
"UBA1103",0,0.004617318,"s13_11","2b only"
"UBA2866",0,0.000174978,"s13_11","2b only"
"Veillonella",0.00632009873598025,0.007862239,"s13_11","shared"
"W11650",0,0.000382656,"s13_11","2b only"
"Weissella",0,3.1698e-05,"s13_11","2b only"
"Abiotrophia",0.00201210748137599,0.002143421,"s13_12","shared"
"Acinetobacter",0,0.000108723,"s13_12","2b only"
"Actinomyces",0.00119655326989489,0.002595398,"s13_12","shared"
"Aggregatibacter",0.0131868118667492,0.014502068,"s13_12","shared"
"Allisonella",0,9.01832e-05,"s13_12","2b only"
"Alloprevotella",0.00197366721904523,0.001621325,"s13_12","shared"
"Anaeroglobus",5.37563043531795e-05,0.0002289,"s13_12","shared"
"Arachnia",0.000664495993103176,0.001501257,"s13_12","shared"
"Bacillus_A",0,6.94442e-05,"s13_12","2b only"
"Bacteroides",0,2.032e-05,"s13_12","2b only"
"Bacteroides_D",0.00291275081520384,0,"s13_12","WMS only"
"Bergeyella_A",0.00141998729469246,0.001759213,"s13_12","shared"
"Bulleidia",0.0001742825435361,0.00085671,"s13_12","shared"
"CAJPSE01",0.00467049187318798,0,"s13_12","WMS only"
"Campylobacter_A",0.00725069437729078,0.005957971,"s13_12","shared"
"Campylobacter_B",0.00141708425404769,0.000736242,"s13_12","shared"
"Capnocytophaga",0.0123503357416558,0.017642418,"s13_12","shared"
"Cardiobacterium",0.00252354315910485,0.002549985,"s13_12","shared"
"Catonella",0.000391710277344491,0.00032467,"s13_12","shared"
"Centipeda",0.000137143644252991,0.00105215,"s13_12","shared"
"Corynebacterium",0.000427748023279583,0.000647073,"s13_12","shared"
"Cryptobacteroides",0.000372390041329288,0,"s13_12","WMS only"
"Cutibacterium",0.00107012084457261,0.001650159,"s13_12","shared"
"Desulfobulbus",0.000414133763704104,0.000643544,"s13_12","shared"
"Dialister",0.00202922541069516,0.002828406,"s13_12","shared"
"Eikenella",0.000918161682546299,0.003248698,"s13_12","shared"
"Eubacterium_A",0,0.001165098,"s13_12","2b only"
"Eubacterium_B",0.00105300291525344,0.001603493,"s13_12","shared"
"Eubacterium_M",0.00321907165565213,0.003083351,"s13_12","shared"
"Eubacterium_N",0.00220340784938144,0.002309371,"s13_12","shared"
"F0040",0,0.000656702,"s13_12","2b only"
"F0058",0.0125316256246793,0.010846657,"s13_12","shared"
"Filifactor",0.00648419154222132,0.00593076,"s13_12","shared"
"Flexilinea",6.90723463755938e-05,0.000313872,"s13_12","shared"
"Fretibacterium",0.00162520223682285,0.001936271,"s13_12","shared"
"Fusobacterium",0.0325687124694405,0.020135415,"s13_12","shared"
"Gemella",0.00238209500630961,0.004449413,"s13_12","shared"
"Gordonia",0,7.16019e-05,"s13_12","2b only"
"Granulicatella",0.00328614190503133,0.004670633,"s13_12","shared"
"Haemophilus",0.014492279213248,0.020591061,"s13_12","shared"
"Haemophilus_A",0.00222593144059087,0.003193748,"s13_12","shared"
"Haemophilus_D",0.0721385579255713,0.098390256,"s13_12","shared"
"Hornefia",0.00098833518226991,0,"s13_12","WMS only"
"HOT-345",0.000850290594368542,0.001081815,"s13_12","shared"
"JABCPE02",0.000453174655133787,0.000515294,"s13_12","shared"
"JABCPG02",0,1.63398e-05,"s13_12","2b only"
"Johnsonella",0.00147494485724348,0.001767271,"s13_12","shared"
"Kingella",0,1.77015e-05,"s13_12","2b only"
"Kingella_A",0,0.000188899,"s13_12","2b only"
"Kingella_B",0,2.60808e-05,"s13_12","2b only"
"Klebsiella",0.000138445007300647,4.18969e-05,"s13_12","shared"
"Klebsiella_A",0,0.000543236,"s13_12","2b only"
"Kurthia",3.10325034441074e-06,0.000117871,"s13_12","shared"
"Lachnoanaerobaculum",0,0.000469755,"s13_12","2b only"
"Lancefieldella",0.00038190000206216,0.000597442,"s13_12","shared"
"Lautropia",0.193413180965744,0.135127215,"s13_12","shared"
"Lawsonella",0,0.000111108,"s13_12","2b only"
"Leptotrichia",0.00148795848772004,0.002848366,"s13_12","shared"
"Leptotrichia_A",0.00146143070251782,0.001742561,"s13_12","shared"
"Leuconostoc",0,0.000413705,"s13_12","2b only"
"Metamycoplasma",0.00272565485089082,0.001146202,"s13_12","shared"
"Mogibacterium",0.00161979657493258,0.00237513,"s13_12","shared"
"Nanoperiomorbus",0.000565492296631492,0,"s13_12","WMS only"
"Nanosynbacter",0.000478000657889073,0,"s13_12","WMS only"
"Neisseria",0.355875744254532,0.293908898,"s13_12","shared"
"Olsenella",0,0.000433953,"s13_12","2b only"
"Olsenella_F",0.000183091770320233,0,"s13_12","WMS only"
"Oribacterium",0.000644975547388335,0.000543868,"s13_12","shared"
"Ottowia",0.00262995461446319,0.001997831,"s13_12","shared"
"Parvimonas",0.00160808430750368,0.001542594,"s13_12","shared"
"Pauljensenia",0.000553279504953488,0.001453993,"s13_12","shared"
"Peptidiphaga",2.9130511297533e-05,0.000389169,"s13_12","shared"
"Peptoanaerobacter",0.00071344726466501,0.001134474,"s13_12","shared"
"Peptostreptococcus",0.000351968651966069,0.000583646,"s13_12","shared"
"Pluralibacter",0,0.000149726,"s13_12","2b only"
"Porphyromonas",0.0127919983390603,0.010967694,"s13_12","shared"
"Prevotella",0.0254381439119334,0.035122254,"s13_12","shared"
"Pseudoleptotrichia",0.00103698613928228,0.000988394,"s13_12","shared"
"QFNR01",0.0012189767562545,0.001584734,"s13_12","shared"
"Quisquiliibacterium",0,2.56619e-05,"s13_12","2b only"
"Ralstonia",0,4.32586e-05,"s13_12","2b only"
"Rothia",0.0909124216704577,0.122089705,"s13_12","shared"
"Saccharimonas",0.00202732341854859,0.001746197,"s13_12","shared"
"SDRW01",0,0.00028619,"s13_12","2b only"
"Selenomonas",0.000226036750892885,0.000367514,"s13_12","shared"
"Shuttleworthia",5.86614419943449e-05,0.00019177,"s13_12","shared"
"Slackia",5.38564092029992e-05,0.000257103,"s13_12","shared"
"Streptococcus",0.0613912011440783,0.095056534,"s13_12","shared"
"Tannerella",0.0137615138095641,0.019443311,"s13_12","shared"
"TM7x",0,0.001187361,"s13_12","2b only"
"Treponema",0.00158626145024298,0.002019476,"s13_12","shared"
"Treponema_B",0.00169877930144033,0.003632932,"s13_12","shared"
"Treponema_C",0.00205234963100351,0.001919187,"s13_12","shared"
"Treponema_D",1.90199214657432e-05,0.000455295,"s13_12","shared"
"UBA1103",0,0.000620941,"s13_12","2b only"
"Veillonella",0.00316271262520364,0.006814459,"s13_12","shared"
"W11650",0.0019303218190733,0.001268676,"s13_12","shared"
"Weissella",0.000155562936619816,0.000499334,"s13_12","shared"
"Abiotrophia",0,0.000152963,"s13_14","2b only"
"Acinetobacter",0,0.000165093,"s13_14","2b only"
"Actinomyces",0.00178031652059547,0.004882771,"s13_14","shared"
"Aggregatibacter",0.009297733436226,0.006767254,"s13_14","shared"
"Agrobacterium",0,1.48489e-05,"s13_14","2b only"
"Allisonella",0.00223306033002249,0.002846049,"s13_14","shared"
"Alloprevotella",0.0470445449045162,0.006803048,"s13_14","shared"
